--------- beginning of /dev/log/system
07-14 12:14:51.338 W/ActivityManager(  374):   Force finishing activity com.android.packageinstaller/.PackageInstallerActivity
07-14 12:14:51.580 W/ActivityManager(  374):   Force finishing activity com.pekall.emdm/.market.activity.AppListActivity
07-14 12:14:52.080 W/ActivityManager(  374): Activity pause timeout for ActivityRecord{42e8dd90 u0 com.android.packageinstaller/.PackageInstallerActivity}
07-14 12:26:59.955 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:26:59.955 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:26:59.955 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:26:59.955 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:26:59.963 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:26:59.963 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:26:59.963 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:26:59.971 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:26:59.971 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:26:59.971 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:26:59.979 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:27:02.518 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:27:02.518 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:27:02.518 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:27:02.518 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:27:02.526 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:27:02.526 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:27:02.526 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:27:02.526 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:27:02.533 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:27:02.533 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:27:02.533 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:27:02.541 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:27:02.541 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:27:02.549 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:27:02.674 I/ActivityManager(  374): Start proc com.qihoo.root for broadcast com.qihoo.root/.UninstallReceiver: pid=6039 uid=10078 gids={50078, 1015, 3003, 1028}
07-14 12:27:03.510 W/PackageParser(  636): No actions in intent filter at /storage/emulated/0/Download/emmp.apk Binary XML file line #687
07-14 12:27:03.744 W/PackageParser(  636): No actions in intent filter at /storage/emulated/0/Download/emmp-1.apk Binary XML file line #687
07-14 12:27:04.041 W/PackageParser(  636): No actions in intent filter at /storage/emulated/0/360Download/Pekall.apk Binary XML file line #685
07-14 12:27:04.330 W/PackageParser(  636): Unknown element under <application>: intent-filter at /storage/emulated/0/360MobileSafe_5.2.3.1061.apk Binary XML file line #1165
07-14 12:27:04.338 W/PackageParser(  636): Unknown element under <application>: intent-filter at /storage/emulated/0/360MobileSafe_5.2.3.1061.apk Binary XML file line #1423
07-14 12:27:05.276 I/ActivityManager(  374): No longer want com.mgyapp.android (pid 1990): empty #17
07-14 12:27:05.307 I/ActivityManager(  374): Start proc com.google.android.talk for broadcast com.google.android.talk/com.google.android.apps.babel.phone.PackageReplacedReceiver: pid=6069 uid=10030 gids={50030, 3003, 1015, 1006, 3002, 1028}
07-14 12:27:05.354 W/ActivityManager(  374): Scheduling restart of crashed service com.mgyapp.android/.service.AppService in 5000ms
07-14 12:27:06.143 I/ActivityManager(  374): Start proc com.google.android.apps.maps:FriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.android.ServiceReceiver: pid=6092 uid=10038 gids={50038, 3003, 1015, 1028}
07-14 12:27:06.315 I/ActivityManager(  374): No longer want android.process.media (pid 504): empty #17
07-14 12:27:06.338 W/ActivityManager(  374): Scheduling restart of crashed service com.android.providers.media/.MtpService in 14019ms
07-14 12:27:06.416 I/ActivityManager(  374): Process com.qihoo360.mobilesafe (pid 5981) has died.
07-14 12:27:07.377 I/ActivityManager(  374): Start proc com.google.android.apps.maps:LocationFriendService for broadcast com.google.android.apps.maps/com.google.googlenav.friend.reporting.LocationReportingIntentReceiver: pid=6118 uid=10038 gids={50038, 3003, 1015, 1028}
07-14 12:27:07.643 I/ActivityManager(  374): No longer want com.qihoo.daemon (pid 2037): empty #17
07-14 12:27:07.682 W/ActivityManager(  374): Scheduling restart of crashed service com.qihoo.appstore/com.qihoo.express.mini.service.DaemonCoreService in 22671ms
07-14 12:27:07.682 W/ActivityManager(  374): Scheduling restart of crashed service com.qihoo.appstore/com.qihoo360.mobilesafe.pcdaemon.service.DaemonService in 32670ms
07-14 12:27:08.987 I/ActivityManager(  374): Start proc com.qihoo.daemon for service com.qihoo.appstore/com.qihoo360.mobilesafe.pcdaemon.service.DaemonService: pid=6152 uid=10064 gids={50064, 3003, 1015, 3002, 1006, 3001, 1028}
07-14 12:27:10.635 I/ActivityManager(  374): Start proc com.mgyapp.android for service com.mgyapp.android/.service.AppService: pid=6203 uid=10079 gids={50079, 3003, 1015, 1028, 3002, 1006}
07-14 12:27:14.026 W/BackupManagerService(  374): dataChanged but no participant pkg='com.android.providers.settings' uid=10079
07-14 12:27:15.229 I/ActivityManager(  374): START u0 {act=com.qihoo360.daemon.pcdaemon.ACTION_START_OPERATE_AUTHOR flg=0x10000000 cmp=com.qihoo.appstore/com.qihoo.express.mini.activity.PCLinkConfirmDialogActivity (has extras)} from pid 6152
07-14 12:27:15.580 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@431636d0 attribute=null, token = android.os.BinderProxy@42b11120
07-14 12:27:15.651 I/ActivityManager(  374): No longer want com.android.providers.calendar (pid 3349): empty #17
07-14 12:27:20.377 I/ActivityManager(  374): Start proc android.process.media for service com.android.providers.media/.MtpService: pid=6412 uid=10015 gids={50015, 1015, 1023, 1024, 1028, 2001, 3003, 3007}
07-14 12:27:20.455 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:27:21.971 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:27:22.205 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:27:30.987 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:27:30.987 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:27:30.994 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:27:31.432 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:27:31.440 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:27:32.588 I/ActivityManager(  374): No longer want com.android.packageinstaller (pid 5527): empty #17
07-14 12:27:44.494 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:27:44.541 I/WindowManager(  374): Lock screen displayed!
07-14 12:27:45.041 I/ActivityManager(  374): Start proc com.android.providers.calendar for content provider com.android.providers.calendar/.CalendarProvider2: pid=6579 uid=10007 gids={50007, 3003, 1015, 1028}
07-14 12:27:45.440 I/ActivityManager(  374): No longer want com.android.keychain (pid 6000): empty #17
07-14 12:27:46.549 I/ActivityManager(  374): Start proc com.google.android.calendar for broadcast com.google.android.calendar/com.android.calendar.alerts.AlertReceiver: pid=6603 uid=10006 gids={50006, 3003, 1028}
07-14 12:27:46.893 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 12:27:46.987 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 12:27:46.987 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42c7d848 attribute=android.view.inputmethod.EditorInfo@42858cb8, token = android.os.BinderProxy@42b11120
07-14 12:27:47.658 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.android.launcher/com.android.launcher2.Launcher} from pid 374
07-14 12:27:50.291 I/ActivityManager(  374): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.pekall.emdm/.ui.SplashActivity} from pid 595
07-14 12:27:51.815 I/ActivityManager(  374): No longer want com.qihoo.root (pid 6039): empty #17
07-14 12:27:55.658 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.document.activity.DocMainActivity} from pid 3494
07-14 12:27:55.955 W/PackageManager(  374): Invalid verification token 0 received
07-14 12:27:56.885 I/ActivityManager(  374): START u0 {cmp=com.pekall.emdm/.document.activity.CompanyDocActivity} from pid 3494
07-14 12:28:08.791 I/ActivityManager(  374): No longer want com.google.android.gallery3d (pid 4088): empty #17
07-14 12:28:08.815 I/ActivityManager(  374): No longer want com.google.android.partnersetup (pid 5650): empty #17
07-14 12:28:10.823 I/ActivityManager(  374): Process com.qihoo360.mobilesafe:engine (pid 5627) has died.
07-14 12:28:10.823 I/ActivityManager(  374): Process com.qihoo360.mobilesafe:scan (pid 5612) has died.
07-14 12:28:11.729 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-14 12:28:13.026 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back home RECENT* clock search >
07-14 12:28:13.221 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK* HOME* RECENT CLOCK* search >
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:28:30.901 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:28:30.908 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:28:30.908 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:28:30.908 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:28:30.908 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:28:30.908 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-14 12:28:31.166 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-14 12:28:31.174 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-14 12:28:31.182 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-14 12:28:34.455 I/PowerManagerService(  374): Waking up from sleep...
07-14 12:28:34.573 I/WindowManager(  374): Lock screen displayed!
07-14 12:28:36.713 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info BACK HOME recent* CLOCK search >
07-14 12:28:36.807 D/PhoneStatusBar(  450): disable: < expand icons alerts ticker system_info back* home* recent clock* search >
07-14 12:28:36.916 W/InputMethodManagerService(  374): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@42afcca8 attribute=android.view.inputmethod.EditorInfo@4302c0f8, token = android.os.BinderProxy@42feb068
