--------- beginning of /dev/log/system
07-11 13:52:26.719 I/ActivityManager(  374): No longer want com.google.android.apps.maps:FriendService (pid 27635): empty #17
07-11 14:42:30.890 D/dalvikvm( 4987): GC_FOR_ALLOC freed 534K, 59% free 611K/1476K, paused 6ms, total 6ms
07-11 14:42:31.226 D/dalvikvm( 4987): GC_FOR_ALLOC freed 508K, 59% free 614K/1476K, paused 7ms, total 7ms
07-11 14:42:31.515 D/dalvikvm( 4987): GC_FOR_ALLOC freed 490K, 57% free 635K/1476K, paused 6ms, total 6ms
07-11 14:42:31.836 D/dalvikvm( 4987): GC_FOR_ALLOC freed 535K, 59% free 612K/1476K, paused 7ms, total 8ms
07-11 14:42:32.148 D/dalvikvm( 4987): GC_FOR_ALLOC freed 507K, 59% free 616K/1476K, paused 8ms, total 8ms
07-11 14:42:32.476 D/dalvikvm( 4987): GC_FOR_ALLOC freed 491K, 57% free 636K/1476K, paused 7ms, total 7ms
07-11 14:42:32.781 D/dalvikvm( 4987): GC_FOR_ALLOC freed 538K, 59% free 610K/1476K, paused 6ms, total 7ms
07-11 14:42:33.140 D/dalvikvm( 4987): GC_FOR_ALLOC freed 504K, 59% free 617K/1476K, paused 20ms, total 20ms
07-11 14:42:33.140 D/LightsService(  374): Excessive delay setting light: 77ms
07-11 14:42:33.398 D/dalvikvm( 4987): GC_FOR_ALLOC freed 496K, 58% free 633K/1476K, paused 5ms, total 7ms
07-11 14:42:33.703 D/dalvikvm( 4987): GC_FOR_ALLOC freed 533K, 59% free 612K/1476K, paused 10ms, total 11ms
07-11 14:42:34.023 D/dalvikvm( 4987): GC_FOR_ALLOC freed 504K, 59% free 619K/1476K, paused 7ms, total 7ms
07-11 14:42:34.304 D/dalvikvm( 4987): GC_FOR_ALLOC freed 497K, 58% free 634K/1476K, paused 9ms, total 9ms
07-11 14:42:34.609 D/dalvikvm( 4987): GC_FOR_ALLOC freed 533K, 59% free 612K/1476K, paused 8ms, total 8ms
07-11 14:42:34.922 D/dalvikvm( 4987): GC_FOR_ALLOC freed 503K, 58% free 621K/1476K, paused 7ms, total 8ms
07-11 14:42:35.203 D/dalvikvm( 4987): GC_FOR_ALLOC freed 501K, 58% free 631K/1476K, paused 11ms, total 11ms
07-11 14:42:35.601 D/dalvikvm( 3259): GC_FOR_ALLOC freed 3355K, 27% free 18907K/25600K, paused 71ms, total 71ms
07-11 14:42:35.617 D/dalvikvm( 4987): GC_FOR_ALLOC freed 531K, 59% free 612K/1476K, paused 7ms, total 7ms
07-11 14:42:35.929 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-11 14:42:35.929 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-11 14:42:35.929 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-11 14:42:35.929 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-11 14:42:35.937 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-11 14:42:35.937 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-11 14:42:35.937 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-11 14:42:35.945 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-11 14:42:35.945 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-11 14:42:35.945 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-11 14:42:35.945 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-11 14:42:35.945 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-11 14:42:35.953 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-11 14:42:35.953 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-11 14:42:35.976 D/dalvikvm( 4987): GC_FOR_ALLOC freed 501K, 58% free 622K/1476K, paused 8ms, total 8ms
07-11 14:42:36.000 D/dalvikvm(27881): GC_FOR_ALLOC freed 371K, 7% free 9381K/10028K, paused 45ms, total 46ms
07-11 14:42:36.281 D/dalvikvm( 4987): GC_FOR_ALLOC freed 502K, 58% free 632K/1476K, paused 7ms, total 7ms
07-11 14:42:36.367 D/dalvikvm(27881): GC_CONCURRENT freed 390K, 6% free 9463K/10028K, paused 4ms+15ms, total 70ms
07-11 14:42:36.414 W/MountService(  374): getVolumeState(/storage/emulated/0/external_sd): Unknown volume
07-11 14:42:36.414 W/MountService(  374): getVolumeState(/mnt/sdcard-ext): Unknown volume
07-11 14:42:36.414 W/MountService(  374): getVolumeState(/mnt/ext_sdcard): Unknown volume
07-11 14:42:36.422 W/MountService(  374): getVolumeState(/mnt/sdcard2): Unknown volume
07-11 14:42:36.422 W/MountService(  374): getVolumeState(/mnt/emmc): Unknown volume
07-11 14:42:36.422 W/MountService(  374): getVolumeState(/mnt/extSdCard): Unknown volume
07-11 14:42:36.422 W/MountService(  374): getVolumeState(/mnt/sdcard/SD_CARD): Unknown volume
07-11 14:42:36.422 W/MountService(  374): getVolumeState(/mnt/sdcard/extra_sd): Unknown volume
07-11 14:42:36.429 W/MountService(  374): getVolumeState(/mnt/extrasd_bind): Unknown volume
07-11 14:42:36.429 W/MountService(  374): getVolumeState(/mnt/sdcard/ext_sd): Unknown volume
07-11 14:42:36.429 W/MountService(  374): getVolumeState(/storage/extSdCard): Unknown volume
07-11 14:42:36.429 W/MountService(  374): getVolumeState(/storage/sdcard1): Unknown volume
07-11 14:42:36.437 W/MountService(  374): getVolumeState(/mnt/sdcard/external_SD): Unknown volume
07-11 14:42:36.437 W/MountService(  374): getVolumeState(/mnt/sdcard/external_sd): Unknown volume
07-11 14:42:36.453 I/dalvikvm(27881): Jit: resizing JitTable from 4096 to 8192
07-11 14:42:36.570 D/dalvikvm(27881): GC_FOR_ALLOC freed 439K, 7% free 9376K/10028K, paused 30ms, total 31ms
07-11 14:42:36.625 D/dalvikvm( 4987): GC_FOR_ALLOC freed 532K, 59% free 612K/1476K, paused 7ms, total 7ms
07-11 14:42:36.929 D/dalvikvm( 4987): GC_FOR_ALLOC freed 499K, 58% free 624K/1476K, paused 16ms, total 16ms
07-11 14:42:37.226 D/dalvikvm( 4987): GC_FOR_ALLOC freed 506K, 58% free 629K/1476K, paused 6ms, total 7ms
07-11 14:42:37.523 D/dalvikvm( 4987): GC_FOR_ALLOC freed 530K, 59% free 610K/1476K, paused 9ms, total 9ms
07-11 14:42:37.844 D/dalvikvm( 4987): GC_FOR_ALLOC freed 496K, 58% free 625K/1476K, paused 9ms, total 9ms
07-11 14:42:37.867 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:37.867 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:42:37.867 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:42:37.867 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:37.898 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:37.898 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:42:37.898 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:42:37.906 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:38.640 D/dalvikvm( 4987): GC_FOR_ALLOC freed 495K, 57% free 642K/1476K, paused 7ms, total 7ms
07-11 14:42:38.929 D/dalvikvm( 4987): GC_FOR_ALLOC freed 519K, 57% free 635K/1476K, paused 10ms, total 11ms
07-11 14:42:39.008 I/PowerManagerService(  374): Going to sleep due to screen timeout...
07-11 14:42:39.039 I/PowerManagerService(  374): Waking up from sleep...
07-11 14:42:39.258 D/dalvikvm(  374): GC_FOR_ALLOC freed 1926K, 30% free 22581K/31996K, paused 129ms, total 130ms
07-11 14:42:39.359 D/MdmApplication( 3259): [null:-1]->onActivityPaused market.activity.AppDetailActivity , mActivityCount = 3
07-11 14:42:39.359 D/MDM :   ( 3259): [null:-1]->query
07-11 14:42:39.367 D/MDM :   ( 3259): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-11 14:42:39.367 E/Mdm     ( 3259): Call Mdm service's setLastExitTime function
07-11 14:42:39.461 D/NfcService(  592): NFC-C OFF, disconnect
07-11 14:42:39.656 D/MDM :   ( 3259): [null:-1]->query
07-11 14:42:39.656 D/MDM :   ( 3259): [null:-1]->QUERY_SETTING_PIN_ONOFF
07-11 14:42:39.804 D/LightsService(  374): Excessive delay setting light: 145ms
07-11 14:42:39.828 I/WindowManager(  374): No lock screen!
07-11 14:42:39.867 D/MdmApplication( 3259): [null:-1]->onActivityStarted market.activity.AppDetailActivity , mActivityCount = 2
07-11 14:42:39.867 D/MDM :   ( 3259): [null:-1]->query
07-11 14:42:39.875 D/MDM :   ( 3259): [null:-1]->QUERY_PINCODE_CHECK_RESULT
07-11 14:42:39.875 D/dalvikvm( 4987): GC_FOR_ALLOC freed 524K, 58% free 622K/1476K, paused 23ms, total 28ms
07-11 14:42:39.883 D/LightsService(  374): Excessive delay setting light: 76ms
07-11 14:42:39.898 W/System.err( 3259): android.content.pm.PackageManager$NameNotFoundException: com.moji.mjweather
07-11 14:42:39.898 W/System.err( 3259): 	at android.app.ApplicationPackageManager.getPackageInfo(ApplicationPackageManager.java:81)
07-11 14:42:39.906 W/System.err( 3259): 	at com.pekall.emdm.market.activity.AppDetailActivity.onResume(Unknown Source)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.Instrumentation.callActivityOnResume(Instrumentation.java:1192)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.Activity.performResume(Activity.java:5211)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.ActivityThread.performResumeActivity(ActivityThread.java:2780)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.ActivityThread.handleResumeActivity(ActivityThread.java:2819)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1298)
07-11 14:42:39.906 W/System.err( 3259): 	at android.os.Handler.dispatchMessage(Handler.java:99)
07-11 14:42:39.906 W/System.err( 3259): 	at android.os.Looper.loop(Looper.java:137)
07-11 14:42:39.906 W/System.err( 3259): 	at android.app.ActivityThread.main(ActivityThread.java:5103)
07-11 14:42:39.906 W/System.err( 3259): 	at java.lang.reflect.Method.invokeNative(Native Method)
07-11 14:42:39.906 W/System.err( 3259): 	at java.lang.reflect.Method.invoke(Method.java:525)
07-11 14:42:39.906 W/System.err( 3259): 	at com.android.internal.os.ZygoteInit$MethodAndArgsCaller.run(ZygoteInit.java:737)
07-11 14:42:39.914 W/System.err( 3259): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:553)
07-11 14:42:39.914 W/System.err( 3259): 	at dalvik.system.NativeStart.main(Native Method)
07-11 14:42:39.914 D/ypy     ( 3259): [null:-1]-> ================ checkDownLoadStatus status is 1
07-11 14:42:39.953 D/dalvikvm(20727): GC_CONCURRENT freed 394K, 8% free 10117K/10920K, paused 11ms+9ms, total 266ms
07-11 14:42:40.000 D/LightsService(  374): Excessive delay setting light: 72ms
07-11 14:42:40.054 D/dalvikvm(  450): GC_FOR_ALLOC freed 836K, 16% free 14786K/17536K, paused 49ms, total 50ms
07-11 14:42:40.078 D/LightsService(  374): Excessive delay setting light: 79ms
07-11 14:42:40.133 D/NfcService(  592): NFC-C ON
07-11 14:42:40.344 V/DigitalWidgetViewsFactory(28000): DigitalWidget sets next alarm string to null
07-11 14:42:40.734 D/AndroidRuntime( 5085): 
07-11 14:42:40.734 D/AndroidRuntime( 5085): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<<
07-11 14:42:40.734 D/AndroidRuntime( 5085): CheckJNI is OFF
07-11 14:42:40.750 D/dalvikvm( 5085): Trying to load lib libjavacore.so 0x0
07-11 14:42:40.758 D/dalvikvm( 5085): Added shared lib libjavacore.so 0x0
07-11 14:42:40.773 D/dalvikvm( 5085): Trying to load lib libnativehelper.so 0x0
07-11 14:42:40.773 D/dalvikvm( 5085): Added shared lib libnativehelper.so 0x0
07-11 14:42:41.000 D/dalvikvm( 4987): GC_FOR_ALLOC freed 497K, 57% free 637K/1476K, paused 15ms, total 15ms
07-11 14:42:41.078 D/AndroidRuntime( 5085): Calling main entry com.qihoo360.powerctl.root.app.App
07-11 14:42:41.078 D/AndroidRuntime( 5085): Shutting down VM
07-11 14:42:41.086 D/dalvikvm( 5085): Debugger has detached; object registry had 1 entries
07-11 14:42:41.086 I/AndroidRuntime( 5085): NOTE: attach of thread 'Binder_1' failed
07-11 14:42:41.320 D/dalvikvm( 4987): GC_FOR_ALLOC freed 514K, 57% free 634K/1476K, paused 8ms, total 8ms
07-11 14:42:42.117 D/dalvikvm( 4987): GC_FOR_ALLOC freed 526K, 58% free 620K/1476K, paused 8ms, total 9ms
07-11 14:42:42.437 D/dalvikvm( 4987): GC_FOR_ALLOC freed 499K, 58% free 632K/1476K, paused 7ms, total 7ms
07-11 14:42:42.742 D/dalvikvm( 4987): GC_FOR_ALLOC freed 506K, 57% free 638K/1476K, paused 8ms, total 8ms
07-11 14:42:43.039 D/dalvikvm( 4987): GC_FOR_ALLOC freed 530K, 59% free 619K/1476K, paused 7ms, total 7ms
07-11 14:42:43.383 D/dalvikvm( 4987): GC_FOR_ALLOC freed 495K, 57% free 635K/1476K, paused 6ms, total 7ms
07-11 14:42:43.664 D/dalvikvm( 4987): GC_FOR_ALLOC freed 510K, 57% free 636K/1476K, paused 8ms, total 8ms
07-11 14:42:43.945 D/dalvikvm( 4987): GC_FOR_ALLOC freed 531K, 59% free 616K/1476K, paused 7ms, total 7ms
07-11 14:42:44.242 D/dalvikvm( 4987): GC_FOR_ALLOC freed 492K, 57% free 636K/1476K, paused 15ms, total 15ms
07-11 14:42:44.531 D/dalvikvm( 4987): GC_FOR_ALLOC freed 512K, 57% free 635K/1476K, paused 9ms, total 9ms
07-11 14:42:44.851 D/dalvikvm( 4987): GC_FOR_ALLOC freed 530K, 59% free 617K/1476K, paused 7ms, total 7ms
07-11 14:42:45.140 D/dalvikvm( 4987): GC_FOR_ALLOC freed 490K, 57% free 638K/1476K, paused 8ms, total 8ms
07-11 14:42:45.461 D/dalvikvm( 4987): GC_FOR_ALLOC freed 517K, 58% free 633K/1476K, paused 7ms, total 8ms
07-11 14:42:45.742 D/dalvikvm( 3259): GC_FOR_ALLOC freed 3344K, 27% free 18916K/25600K, paused 71ms, total 71ms
07-11 14:42:45.875 D/dalvikvm( 4987): GC_FOR_ALLOC freed 526K, 59% free 619K/1476K, paused 8ms, total 8ms
07-11 14:42:46.172 D/dalvikvm( 4987): GC_FOR_ALLOC freed 491K, 57% free 639K/1476K, paused 7ms, total 7ms
07-11 14:42:46.445 D/dalvikvm( 4987): GC_FOR_ALLOC freed 533K, 59% free 618K/1476K, paused 7ms, total 7ms
07-11 14:42:46.679 D/dalvikvm(  577): GC_EXPLICIT freed 341K, 7% free 11554K/12344K, paused 4ms+7ms, total 80ms
07-11 14:42:46.734 D/dalvikvm( 4987): GC_FOR_ALLOC freed 509K, 58% free 621K/1476K, paused 6ms, total 6ms
07-11 14:42:46.984 D/dalvikvm( 4987): GC_FOR_ALLOC freed 490K, 57% free 642K/1476K, paused 8ms, total 8ms
07-11 14:42:47.289 D/dalvikvm( 4987): GC_FOR_ALLOC freed 534K, 59% free 619K/1476K, paused 8ms, total 8ms
07-11 14:42:47.625 D/dalvikvm( 4987): GC_FOR_ALLOC freed 509K, 58% free 622K/1476K, paused 7ms, total 7ms
07-11 14:42:47.922 D/dalvikvm( 4987): GC_FOR_ALLOC freed 491K, 57% free 643K/1476K, paused 6ms, total 6ms
07-11 14:42:48.234 D/dalvikvm( 4987): GC_FOR_ALLOC freed 519K, 57% free 635K/1476K, paused 9ms, total 9ms
07-11 14:42:48.578 D/dalvikvm( 4987): GC_FOR_ALLOC freed 523K, 58% free 624K/1476K, paused 11ms, total 12ms
07-11 14:42:48.867 D/dalvikvm( 4987): GC_FOR_ALLOC freed 494K, 57% free 642K/1476K, paused 6ms, total 6ms
07-11 14:42:49.156 D/dalvikvm( 4987): GC_FOR_ALLOC freed 535K, 59% free 618K/1476K, paused 8ms, total 10ms
07-11 14:42:49.484 D/dalvikvm( 4987): GC_FOR_ALLOC freed 504K, 58% free 626K/1476K, paused 8ms, total 8ms
07-11 14:42:49.750 D/dalvikvm( 4987): GC_FOR_ALLOC freed 495K, 57% free 642K/1476K, paused 7ms, total 7ms
07-11 14:42:49.844 W/ActivityManager(  374): Activity idle timeout for ActivityRecord{4208cd50 u0 com.pekall.emdm/.market.activity.AppDetailActivity}
07-11 14:42:50.031 D/dalvikvm( 4987): GC_FOR_ALLOC freed 534K, 58% free 619K/1476K, paused 9ms, total 9ms
07-11 14:42:50.375 D/dalvikvm( 4987): GC_FOR_ALLOC freed 504K, 58% free 627K/1476K, paused 10ms, total 10ms
07-11 14:42:50.672 D/dalvikvm( 4987): GC_FOR_ALLOC freed 500K, 57% free 639K/1476K, paused 7ms, total 7ms
07-11 14:42:50.969 D/dalvikvm( 4987): GC_FOR_ALLOC freed 531K, 58% free 620K/1476K, paused 8ms, total 8ms
07-11 14:42:51.297 D/dalvikvm( 4987): GC_FOR_ALLOC freed 502K, 58% free 629K/1476K, paused 8ms, total 8ms
07-11 14:42:51.578 D/dalvikvm( 4987): GC_FOR_ALLOC freed 501K, 57% free 640K/1476K, paused 7ms, total 7ms
07-11 14:42:51.836 D/dalvikvm( 4987): GC_FOR_ALLOC freed 532K, 59% free 619K/1476K, paused 8ms, total 8ms
07-11 14:42:52.164 D/dalvikvm( 4987): GC_FOR_ALLOC freed 500K, 58% free 631K/1476K, paused 6ms, total 6ms
07-11 14:42:52.445 D/dalvikvm( 4987): GC_FOR_ALLOC freed 506K, 57% free 637K/1476K, paused 8ms, total 8ms
07-11 14:42:52.711 D/dalvikvm( 4987): GC_FOR_ALLOC freed 529K, 59% free 619K/1476K, paused 8ms, total 8ms
07-11 14:42:52.992 D/dalvikvm( 4987): GC_FOR_ALLOC freed 498K, 58% free 633K/1476K, paused 7ms, total 7ms
07-11 14:42:53.297 D/dalvikvm( 4987): GC_FOR_ALLOC freed 507K, 57% free 638K/1476K, paused 7ms, total 7ms
07-11 14:42:53.586 D/dalvikvm( 4987): GC_FOR_ALLOC freed 530K, 59% free 619K/1476K, paused 7ms, total 7ms
07-11 14:42:53.906 D/dalvikvm( 4987): GC_FOR_ALLOC freed 496K, 57% free 635K/1476K, paused 7ms, total 7ms
07-11 14:42:54.148 D/dalvikvm( 3259): GC_FOR_ALLOC freed 3365K, 27% free 18908K/25600K, paused 71ms, total 71ms
07-11 14:42:54.312 D/dalvikvm( 4987): GC_FOR_ALLOC freed 512K, 57% free 634K/1476K, paused 8ms, total 8ms
07-11 14:42:54.554 D/dalvikvm( 4987): GC_FOR_ALLOC freed 529K, 59% free 617K/1476K, paused 7ms, total 7ms
07-11 14:42:54.812 D/dalvikvm( 4987): GC_FOR_ALLOC freed 492K, 57% free 636K/1476K, paused 10ms, total 10ms
07-11 14:42:55.109 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:55.109 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:42:55.109 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:42:55.133 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:55.148 D/dalvikvm( 4987): GC_FOR_ALLOC freed 497K, 56% free 651K/1476K, paused 7ms, total 7ms
07-11 14:42:55.179 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:55.179 W/Settings(25429): Setting mobile_data has moved from android.provider.Settings.Secure to android.provider.Settings.Global.
07-11 14:42:55.195 D/BluetoothAdapter(25429): 1108510848: getState() :  mService = null. Returning STATE_OFF
07-11 14:42:55.195 W/Settings(25429): Setting airplane_mode_on has moved from android.provider.Settings.System to android.provider.Settings.Global, returning read-only value.
07-11 14:42:55.961 D/dalvikvm( 4987): GC_FOR_ALLOC freed 542K, 58% free 620K/1476K, paused 6ms, total 6ms
07-11 14:42:56.273 D/dalvikvm( 4987): GC_FOR_ALLOC freed 508K, 58% free 623K/1476K, paused 9ms, total 9ms
07-11 14:42:56.578 D/dalvikvm( 4987): GC_FOR_ALLOC freed 493K, 57% free 642K/1476K, paused 6ms, total 8ms
07-11 14:42:56.851 D/dalvikvm( 4987): GC_FOR_ALLOC freed 520K, 58% free 633K/1476K, paused 13ms, total 14ms
07-11 14:42:57.164 D/dalvikvm( 4987): GC_FOR_ALLOC freed 520K, 58% free 625K/1476K, paused 7ms, total 7ms
07-11 14:42:57.469 D/dalvikvm( 4987): GC_FOR_ALLOC freed 495K, 57% free 642K/1476K, paused 8ms, total 9ms
07-11 14:42:57.765 D/dalvikvm( 4987): GC_FOR_ALLOC freed 534K, 59% free 619K/1476K, paused 7ms, total 7ms
07-11 14:42:57.851 W/SystemClock(  565): time going backwards: prev 104753525024085(ioctl) vs now 104753524932533(ioctl), tid=854
07-11 14:42:58.109 D/dalvikvm( 4987): GC_FOR_ALLOC freed 504K, 58% free 627K/1476K, paused 8ms, total 8ms
07-11 14:42:58.437 D/dalvikvm( 4987): GC_FOR_ALLOC freed 499K, 57% free 640K/1476K, paused 6ms, total 6ms
07-11 14:42:58.758 D/dalvikvm( 4987): GC_FOR_ALLOC freed 516K, 57% free 635K/1476K, paused 8ms, total 8ms
07-11 14:42:59.094 D/dalvikvm( 4987): GC_FOR_ALLOC freed 518K, 58% free 629K/1476K, paused 6ms, total 6ms
07-11 14:42:59.383 D/dalvikvm( 4987): GC_FOR_ALLOC freed 500K, 57% free 640K/1476K, paused 8ms, total 8ms
07-11 14:42:59.672 D/dalvikvm( 4987): GC_FOR_ALLOC freed 532K, 58% free 620K/1476K, paused 6ms, total 6ms
07-11 14:43:00.008 D/dalvikvm( 4987): GC_FOR_ALLOC freed 501K, 58% free 630K/1476K, paused 10ms, total 10ms
07-11 14:43:00.328 D/dalvikvm( 4987): GC_FOR_ALLOC freed 505K, 57% free 637K/1476K, paused 7ms, total 7ms
07-11 14:43:00.601 D/dalvikvm( 4987): GC_FOR_ALLOC freed 530K, 59% free 619K/1476K, paused 6ms, total 6ms
07-11 14:43:00.922 D/dalvikvm( 4987): GC_FOR_ALLOC freed 498K, 58% free 632K/1476K, paused 11ms, total 11ms
